Article,Cs,FA,MA,Pb,I,Br,Perovskite,structure,bandgap,substrate,ETL,ETL-2,ETLthickness,HTL,HTLthickness,electrode,depositionProcedure,depositionMethod,Anti-solvent,PrecursorSolvent,AnnealingTemperature,AnnealingTime,Jsc,Voc,FF,PCE
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.4,0.6,1.0,3.0,0.0,MA0.6FA0.4PbI4,0,1.55,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,21.98,1.0,0.72,15.83
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.6,0.4,1.0,3.0,0.0,MA0.4FA0.6PbI5,0,1.54,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,20.38,0.99,0.65,13.11
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.65,0.35,1.0,3.0,0.0,MA0.35FA0.65PbI6,0,1.52,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,19.43,0.98,0.58,11.04
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,1.0,0.0,1.0,3.0,0.0,FAPbI7,0,1.51,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,150.0,10.0,20.76,0.96,0.63,12.56
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.3,0.7,1.0,0.0,3.0,MA0.7FA0.3PbBr3,0,1.57,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,21.47,1.02,0.75,16.42
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.3,0.7,1.0,0.15,2.85,MA0.7FA0.3PbI0.15Br2.85,0,1.6,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,20.48,1.06,0.77,16.72
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.3,0.7,1.0,0.3,2.7,MA0.7FA0.3PbI0.3Br2.7,0,1.63,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,20.21,1.1,0.78,17.34
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.3,0.7,1.0,0.45,2.55,MA0.7FA0.3PbI0.45Br2.55,0,1.66,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,18.94,1.11,0.78,16.4
"Z. Yang, C.-C. Chueh, P.-W. Liang, M. Crump, F. Lin, Z. Zhu and A. K. Y. Jen, Nano Energy",0.0,0.3,0.7,1.0,0.6,2.4,MA0.7FA0.3PbI0.6Br2.4,0,1.69,ITO,C60,PCBM,,NiOx,,Ag,two-step,spin,toluene,DMF/DMSO,100.0,10.0,17.34,1.11,0.78,15.01
"Y. Zhou, Y.-H. Jia, H.-H. Fang, M. A. Loi, F.-Y. Xie, L. Gong, M.-C. Qin, X.-H. Lu, C.-P. Wong and N. Zhao, Advanced Functional Materials, 2018, 28",0.17,0.83,0.0,1.0,2.4,0.8,Cs0.17FA0.83PbI2.2Br0.8,1,1.72,FTO,SnO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,18.3,1.244,0.77,18.6
"Y. Zhou, Y.-H. Jia, H.-H. Fang, M. A. Loi, F.-Y. Xie, L. Gong, M.-C. Qin, X.-H. Lu, C.-P. Wong and N. Zhao, Advanced Functional Materials, 2018, 29",0.17,0.83,0.0,1.0,1.8,1.2,Cs0.17FA0.83PbI1.8Br1.2,1,1.79,FTO,SnO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,16.4,1.284,0.687,16.51
"Y. Zhou, Y.-H. Jia, H.-H. Fang, M. A. Loi, F.-Y. Xie, L. Gong, M.-C. Qin, X.-H. Lu, C.-P. Wong and N. Zhao, Advanced Functional Materials, 2018, 30",0.17,0.83,0.0,1.0,1.5,1.5,Cs0.17FA0.83PbI1.5Br1.5,1,1.86,FTO,SnO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,15.1,1.296,0.674,15.01
"Y. Zhou, Y.-H. Jia, H.-H. Fang, M. A. Loi, F.-Y. Xie, L. Gong, M.-C. Qin, X.-H. Lu, C.-P. Wong and N. Zhao, Advanced Functional Materials, 2018, 31",0.17,0.83,0.0,1.0,1.2,1.8,Cs0.17FA0.83PbI1.2Br1.8,1,1.93,FTO,SnO2,,,spiro,,Au,two-step,spin,CB,DMF/DMSO,100.0,60.0,13.6,1.312,0.652,14.35
"K. A. Bush, K. Frohna, R. Prasanna, R. E. Beal, T. Leijtens, S. A. Swifter and M. D. McGehee, ACS Energy Letters, 2018, 3, 428-435",0.17,0.83,0.0,1.0,2.25,0.75,Cs0.17FA0.83PbBr0.75I2.25,0,1.68,ITO,C,BCP,,PTAA,,Ag,three-step,spin,,DMF/DMSO,100.0,30.0,19,1.1,0.74,15.4
"K. A. Bush, K. Frohna, R. Prasanna, R. E. Beal, T. Leijtens, S. A. Swifter and M. D. McGehee, ACS Energy Letters, 2018, 3, 428-435",0.25,0.75,0.0,1.0,2.4,0.6,Cs0.25FA0.75PbBr0.6I2.4,0,1.68,ITO,C,BCP,,PTAA,,Ag,three-step,spin,,DMF/DMSO,100.0,30.0,19.4,1.1,0.81,17.4
"K. A. Bush, K. Frohna, R. Prasanna, R. E. Beal, T. Leijtens, S. A. Swifter and M. D. McGehee, ACS Energy Letters, 2018, 3, 428-435",0.17,0.83,0.0,1.0,1.8,1.2,Cs0.17FA0.83PbBr1.2I1.8,0,1.75,ITO,C,BCP,,PTAA,,Ag,three-step,spin,,DMF/DMSO,100.0,30.0,17.4,1.13,0.74,14.6
"K. A. Bush, K. Frohna, R. Prasanna, R. E. Beal, T. Leijtens, S. A. Swifter and M. D. McGehee, ACS Energy Letters, 2018, 3, 428-435",0.4,0.6,0.0,1.0,2.1,0.9,Cs0.4FA0.6PbBr0.9I2.1,0,1.75,ITO,C,BCP,,PTAA,,Ag,three-step,spin,,DMF/DMSO,100.0,30.0,17.5,1.17,0.8,16.3
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2016), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Halide Perovskite Families. Adv. Mater., 28: 10701-10709.",0.0,0.0,1.0,1.0,3.0,0.0,MAPbl3,1,1.58,FTO,SnO2,C,,spiro,,Ag,three-step,CAGQ,,DMF/DMSO,100.0,60.0,16.3,0.81,0.53,7.5
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2017), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000__x000B__x0000__x0000__x0000_",0.0,0.85,0.15,1.0,2.7,0.3,FA0.85MA0.15Pb(l0.9Br0.1)3,1,1.55,FTO,SnO2,C,,spiro,,Ag,three-step,CAGQ,,DMF/DMSO,100.0,60.0,17,0.81,0.5,6.3
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2018), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000_	_x0000__x0000__x0000_",0.0,0.85,0.15,1.0,2.85,0.15,FA0.85Cs0.15Pb(l0.95Br0.05)3,1,1.55,FTO,SnO2,C,,spiro,,Ag,three-step,CAGQ,,DMF/DMSO,150.0,30.0,18.4,0.9,0.46,7.7
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2019), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hde Perovskite Families. Adv. Mater., 28: 10701-10709._x0000__x0000__x0000_",0.05,0.7885,0.1615,1.0,2.7,0.3,(FA0.83MA0.17)0.95Cs0.05Pb(l0.9Br0.1)3,1,1.55,FTO,SnO2,C,,spiro,,Ag,three-step,CAGQ,,DMF/DMSO,100.0,60.0,18.3,0.9,0.58,8.9
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2020), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hde Perovskite Families. Adv. Mater., 28: 10701-10709._x0000_ჰ칡",0.0,0.0,1.0,1.0,3.0,0.0,MAPbl3,1,1.61,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,100.0,60.0,21.2,1.05,0.74,16.5
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2021), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hǁ_x0000_	_x0000__x000B__x0000_ǁ_x0000_ǁ_x0000__x000D__x0000__x0013__x0000_ǁ_x0000_ǁ_x0000__x0015__x0000__x0016__x0000_ǂ_x0000_ǂ_x0000_	_x0000__x000B__x0000_ǂ_x0000_ǂ_x0000__x000D__x0000__x0013__x0000_ǂ_x0000_ǂ_x0000__x0015__x0000__x0016__x0000_ǂ_x0000_ǂ_x0000__x0015__x0000__x0016__x0000__x0000__x0000_",0.0,0.0,1.0,1.0,3.0,0.0,MAPbl3,1,1.59,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF,100.0,60.0,21.4,1.01,0.66,14.6
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2022), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000__x000B__x0000__x0000__x0000_",0.0,1.0,0.0,1.0,3.0,0.0,FAPbl3,1,1.52,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,150.0,30.0,22.3,0.95,0.75,16.1
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2023), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000__x000B__x0000__x0000__x0000_",0.0,0.85,0.15,1.0,2.7,0.3,FA0.85MA0.15Pb(l0.9Br0.1)3,1,1.57,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,100.0,60.0,21.9,1.06,0.72,16.6
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2024), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000__x000B__x0000__x0000__x0000_",0.15,0.85,0.0,1.0,2.85,0.15,FA0.85Cs0.15Pb(l0.95Br0.05)3,1,1.59,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,150.0,30.0,21.5,0.98,0.7,14.7
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2025), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hde Perovskite Families. Adv. Mater., 28: 10701-10709._x0000_ჰ칡",0.05,0.7885,0.1615,1.0,2.7,0.3,(FA0.83MA0.17)0.95Cs0.05Pb(l0.9Br0.1)3,1,1.58,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,100.0,60.0,22.6,1.08,0.74,18.0
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2026), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hde Perovskite Families. Adv. Mater., 28: 10701-10709._x0000__x0000__x0000_",0.2,0.8,0.0,1.0,1.95,1.05,FA0.8Cs0.2Pb(l0.65Br0.35)3,1,1.76,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,150.0,30.0,16.9,1.08,0.7,12.5
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2027), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000_	_x0000__x0000__x0000_",0.25,0.75,0.0,1.0,2.1,0.9,FA0.75Cs0.25Pb(l0.70Br0.30)3,1,1.73,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,150.0,30.0,17.1,1.06,0.67,12.2
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2016), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Halide Perovskite Families. Adv. Mater., 28: 10701-10709.",0.2,0.664,0.136,1.0,1.95,1.05,(FA0.83MA0.17)0.80Cs0.20Pb(l0.65Br0.35)3,1,1.77,FTO,SnO2,C,,spiro,,Ag,three-step,spin,,DMF/DMSO,100.0,60.0,16.5,1.07,0.69,12.0
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2017), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000__x000B__x0000__x0000__x0000_",0.0,0.0,1.0,1.0,3.0,0.0,MAPbl3,0,1.58,FTO,PCBM,BCP,,ployTPD:F4-TCNQ,,Ag,three-step,CAGQ,,DMF/DMSO,100.0,60.0,13.5,0.81,0.6,6.6
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2018), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000_	_x0000__x0000__x0000_",0.05,0.7885,0.1615,1.0,2.7,0.3,(FA0.83MA0.17)0.95Cs0.05Pb(l0.9Br0.1)3,0,1.55,FTO,PCBM,BCP,,ployTPD:F4-TCNQ,,Ag,three-step,CAGQ,,DMF/DMSO,100.0,60.0,11.2,0.1,0.19,0.3
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2019), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hde Perovskite Families. Adv. Mater., 28: 10701-10709._x0000__x0000__x0000_",0.2,0.8,0.0,1.0,1.95,1.05,FA0.8Cs0.2Pb(l0.65Br0.35)3,0,1.76,FTO,PCBM,BCP,,ployTPD:F4-TCNQ,,Ag,three-step,CAGQ,,DMF/DMSO,150.0,30.0,14.1,0.91,0.49,6.3
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2020), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hde Perovskite Families. Adv. Mater., 28: 10701-10709._x0000_ჰ칡",0.0,0.0,1.0,1.0,3.0,0.0,MAPbl3,0,1.61,FTO,PCBM,BCP,,ployTPD:F4-TCNQ,,Ag,three-step,spin,,DMF/DMSO,100.0,60.0,18.9,1.04,0.79,15.6
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2021), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead Hǁ_x0000_	_x0000__x000B__x0000_ǁ_x0000_ǁ_x0000__x000D__x0000__x0013__x0000_ǁ_x0000_ǁ_x0000__x0015__x0000__x0016__x0000_ǂ_x0000_ǂ_x0000_	_x0000__x000B__x0000_ǂ_x0000_ǂ_x0000__x000D__x0000__x0013__x0000_ǂ_x0000_ǂ_x0000__x0015__x0000__x0016__x0000_ǂ_x0000_ǂ_x0000__x0015__x0000__x0016__x0000__x0000__x0000_",0.05,0.7885,0.1615,1.0,2.7,0.3,(FA0.83MA0.17)0.95Cs0.05Pb(l0.9Br0.1)3,0,1.58,FTO,PCBM,BCP,,ployTPD:F4-TCNQ,,Ag,three-step,spin,,DMF/DMSO,100.0,60.0,20,0.95,0.78,15.4
"Conings, B., Babayigit, A., Klug, M.T., Bai, S., Gauquelin, N., Sakai, N., Wang, J.T.-W., Verbeeck, J., Boyen, H.-G. and Snaith, H.J. (2022), A Universal Deposition Protocol for Planar Heterojunction Solar Cells with High Efficiency Based on Hybrid Lead HƼ_x0000_	_x0000__x000B__x0000_Ƽ_x0000_Ƽ_x0000__x000D__x0000__x0013__x0000_Ƽ_x0000_Ƽ_x0000__x0015__x0000__x0016__x0000_ƽ_x0000_ƽ_x0000_	_x0000__x000B__x0000_ƽ_x0000_ƽ_x0000__x000D__x0000__x0013__x0000_ƽ_x0000_ƽ_x0000__x0015__x0000__x0016__x0000_ƾ_x0000_ƾ_x0000_	_x0000__x000B__x0000__x0000__x0000_",0.2,0.8,0.0,1.0,1.95,1.05,FA0.8Cs0.2Pb(l0.65Br0.35)3,0,1.76,FTO,PCBM,BCP,,ployTPD:F4-TCNQ,,Ag,three-step,spin,,DMF/DMSO,150.0,30.0,14.3,1.07,0.76,11.6
"Xie, YM., Ma, C., Xu, X. et al. Revealing the crystallization process and realizing uniform 1.8 eV MA-based wide-bandgap mixed-halide perovskites via solution engineering. Nano Res. 12, 1033–1039 (2019). ",0.1,0.0,0.9,1.0,1.8,1.2,MA0.9Cs0.1PbI1.8Br1.2 ,0,1.81,ITO,PCBM,BCP,,ployTPD:PEDOT:PSS,,Ag,one-step,spin,toluene,DMF/DMSO,100.0,10.0,16.9,1.14,0.78,15.1
"S. Chen, Y. Hou, H. Chen, X. Tang, S. Langner, N. Li, T. Stubhan, I. Levchuk, E. Gu, A. Osvet, C. J. Brabec, Adv. Energy Mater. 2018, 8, 1701543.",0.6,0.0,0.4,1.0,1.8,1.2,Cs0.6MA0.4Pb(I0.6Br0.4)3,0,1.81,ITO,PCBM,BCP,,PTAA,,Ag,one-step,spin,CB,DMF/DMSO,130.0,10.0,13.9,1.17,0.683,11.1
"S. Chen, Y. Hou, H. Chen, X. Tang, S. Langner, N. Li, T. Stubhan, I. Levchuk, E. Gu, A. Osvet, C. J. Brabec, Adv. Energy Mater. 2018, 8, 1701543.",0.6,0.4,0.0,1.0,1.8,1.2,Cs0.6FA0.4Pb(I0.6Br0.4)3,0,1.78,ITO,PCBM,BCP,,PTAA,,Ag,one-step,spin,CB,DMF/DMSO,130.0,10.0,14,1.12,0.774,12.1
"S. Chen, Y. Hou, H. Chen, X. Tang, S. Langner, N. Li, T. Stubhan, I. Levchuk, E. Gu, A. Osvet, C. J. Brabec, Adv. Energy Mater. 2018, 8, 1701543.",0.0,0.4,0.6,1.0,1.8,1.2,MA0.6FA0.4Pb(I0.6Br0.4)3,0,1.76,ITO,PCBM,BCP,,PTAA,,Ag,one-step,spin,CB,DMF/DMSO,130.0,10.0,16,1.17,0.786,14.7
"D. Forgács, D. Pérez-del-Rey, J. Ávila, C. Momblona, L. Gil-Escrig, B. Dänekamp, M. Sessolo and H. J. Bolink, Journal of Materials Chemistry A, 2017, 5, 3203-3207",0.15,0.85,0.0,1.0,0.9,2.1,Cs0.15FA0.85Pb(Br0.7I0.3)3,1,2.0,ITO,TiO2,,,TaTm,,Au,one-step,spin,toluene,DMSO,100.0,30.0,11.36,1.183,0.774,10.4
